date,RSI
2016-03-10,80.8602
2016-03-11,82.2473
2016-03-14,80.647
2016-03-15,75.2837
2016-03-16,75.6933
2016-03-17,75.4689
2016-03-18,77.0451
2016-03-21,70.676
2016-03-22,65.4717
2016-03-23,61.7502
2016-03-24,62.2968
2016-03-28,66.1725
2016-03-29,67.359
2016-03-30,61.1632
2016-03-31,57.5859
2016-04-01,61.8115
2016-04-04,54.5218
2016-04-05,51.9945
2016-04-06,56.2241
2016-04-07,49.7702
2016-04-08,50.2204
2016-04-11,47.1126
2016-04-12,50.6427
2016-04-13,56.1578
2016-04-14,53.6428
2016-04-15,51.2534
2016-04-18,55.9858
2016-04-19,52.0509
2016-04-20,52.2048
2016-04-21,49.5494
2016-04-22,49.5494
2016-04-25,45.4815
2016-04-26,49.5614
2016-04-27,54.5835
2016-04-28,56.3295
2016-04-29,55.8044
2016-05-02,61.3187
2016-05-03,57.4075
2016-05-04,59.1981
2016-05-05,60.0629
2016-05-06,62.2558
2016-05-09,62.2558
2016-05-10,67.9427
2016-05-11,64.203
2016-05-12,58.9607
2016-05-13,59.6368
2016-05-16,59.815
2016-05-17,59.5319
2016-05-18,53.9003
2016-05-19,44.3195
2016-05-20,46.6664
2016-05-23,45.8342
2016-05-24,51.7425
2016-05-25,49.6827
2016-05-26,50.2749
2016-05-27,56.7439
2016-05-31,52.0473
2016-06-01,54.1961
2016-06-02,56.8019
2016-06-03,51.5832
2016-06-06,47.1461
2016-06-07,44.206
2016-06-08,44.1002
2016-06-09,43.2095
2016-06-10,34.8669
2016-06-13,31.7875
2016-06-14,32.5696
2016-06-15,36.9308
2016-06-16,42.2464
2016-06-17,40.4599
2016-06-20,45.3035
2016-06-21,42.1392
2016-06-22,40.4164
2016-06-23,44.8445
2016-06-24,41.6209
2016-06-27,33.6356
2016-06-28,40.2147
2016-06-29,50.1071
2016-06-30,51.8967
2016-07-01,56.9709
2016-07-05,49.4209
2016-07-06,46.8492
2016-07-07,51.2226
2016-07-08,51.2226
2016-07-11,52.9079
2016-07-12,66.8275
2016-07-13,70.6477
2016-07-14,70.3325
2016-07-15,70.4744
2016-07-18,69.6374
2016-07-19,68.758
2016-07-20,63.4569
2016-07-21,63.5974
2016-07-22,67.1373
2016-07-25,59.0507
2016-07-26,59.2063
2016-07-27,51.9736
2016-07-28,54.3578
2016-07-29,53.1991
2016-08-01,44.3199
2016-08-02,39.6436
2016-08-03,43.705
2016-08-04,47.7735
2016-08-05,51.0516
2016-08-08,50.0459
2016-08-09,49.5679
2016-08-10,54.526
2016-08-11,56.6889
2016-08-12,57.9804
2016-08-15,56.8844
2016-08-16,57.271
2016-08-17,56.0532
2016-08-18,60.3872
2016-08-19,57.8168
2016-08-22,54.3561
2016-08-23,55.3912
2016-08-24,59.2608
2016-08-25,59.9029
2016-08-26,52.0922
2016-08-29,54.0405
2016-08-30,54.4148
2016-08-31,61.2181
2016-09-01,64.0136
2016-09-02,63.8416
2016-09-06,64.1528
2016-09-07,68.6135
2016-09-08,65.5578
2016-09-09,56.5702
2016-09-12,63.6569
2016-09-13,62.8678
2016-09-14,63.357
2016-09-15,68.7636
2016-09-16,71.0277
2016-09-19,69.7572
2016-09-20,68.4388
2016-09-21,63.457
2016-09-22,65.0792
2016-09-23,59.2383
2016-09-26,49.1593
2016-09-27,56.937
2016-09-28,56.8014
2016-09-29,50.23
2016-09-30,53.5227
2016-10-03,63.622
2016-10-04,56.6949
2016-10-05,59.208
2016-10-06,63.0786
2016-10-07,60.4646
2016-10-10,60.94
2016-10-11,51.967
2016-10-12,55.4955
2016-10-13,50.0511
2016-10-14,53.6152
2016-10-17,51.6314
2016-10-18,52.1085
2016-10-19,51.5608
2016-10-20,52.103
2016-10-21,54.306
2016-10-24,57.4663
2016-10-25,51.1204
2016-10-26,52.256
2016-10-27,49.1799
2016-10-28,47.9636
2016-10-31,49.3136
2016-11-01,40.7708
2016-11-02,39.7813
2016-11-03,42.7729
2016-11-04,49.524
2016-11-07,58.0511
2016-11-08,59.4348
2016-11-09,68.1179
2016-11-10,68.1179
2016-11-11,74.2358
2016-11-14,74.2358
2016-11-15,74.4938
2016-11-16,73.699
2016-11-17,78.6138
2016-11-18,72.0858
2016-11-21,68.03
2016-11-22,67.3499
2016-11-23,68.6979
2016-11-25,69.0421
2016-11-28,55.2942
2016-11-29,60.5334
2016-11-30,54.2172
2016-12-01,51.7922
2016-12-02,41.6916
2016-12-05,48.9783
2016-12-06,54.069
2016-12-07,45.9566
2016-12-08,42.6599
2016-12-09,46.4226
2016-12-12,44.8383
2016-12-13,42.644
2016-12-14,41.097
2016-12-15,43.3117
2016-12-16,42.6214
2016-12-19,53.0891
2016-12-20,54.797
2016-12-21,62.2059
2016-12-22,64.2265
2016-12-23,65.2276
2016-12-27,65.9961
2016-12-28,57.7489
2016-12-29,54.8769
2016-12-30,50.6168
2017-01-03,57.691
2017-01-04,53.5596
2017-01-05,52.0986
2017-01-06,50.6118
2017-01-09,47.0005
2017-01-10,53.1239
2017-01-11,54.1311
2017-01-12,51.7369
2017-01-13,53.5795
2017-01-17,50.6632
2017-01-18,49.8288
2017-01-19,50.7032
2017-01-20,54.1459
2017-01-23,52.1836
2017-01-24,53.9797
2017-01-25,52.3902
2017-01-26,53.3759
2017-01-27,50.5579
2017-01-30,52.1889
2017-01-31,47.6725
2017-02-01,40.5813
2017-02-02,41.2091
2017-02-03,39.8488
2017-02-06,37.6198
2017-02-07,36.3075
2017-02-08,26.6352
2017-02-09,26.3743
2017-02-10,31.4374
2017-02-13,31.4374
2017-02-14,32.2097
2017-02-15,33.8156
2017-02-16,31.7882
2017-02-17,31.383
2017-02-21,28.6314
2017-02-22,37.114
2017-02-23,37.114
2017-02-24,37.9691
2017-02-27,38.8643
2017-02-28,37.6926
2017-03-01,28.8077
2017-03-02,24.5446
2017-03-03,22.6048
2017-03-06,22.0681
2017-03-07,24.9464
2017-03-08,26.8851
2017-03-09,30.7386
2017-03-10,40.8744
2017-03-13,44.5176
2017-03-14,46.6421
2017-03-15,41.5073
2017-03-16,43.0088
2017-03-17,48.6833
2017-03-20,48.6833
2017-03-21,43.086
2017-03-22,45.3419
2017-03-23,44.0873
2017-03-24,53.1597
2017-03-27,52.4546
2017-03-28,48.9581
2017-03-29,54.2167
2017-03-30,56.623
2017-03-31,60.0176
2017-04-03,64.0566
2017-04-04,59.2243
2017-04-05,51.5469
2017-04-06,49.0565
2017-04-07,43.9156
2017-04-10,47.84
2017-04-11,48.487
2017-04-12,43.8058
2017-04-13,42.696
2017-04-17,49.5748
2017-04-18,47.1374
2017-04-19,45.9216
2017-04-20,53.0882
2017-04-21,52.4082
2017-04-24,49.6679
2017-04-25,53.5881
2017-04-26,56.046
2017-04-27,49.0522
2017-04-28,44.2906
2017-05-01,39.1719
2017-05-02,42.7355
2017-05-03,43.4491
2017-05-04,36.5771
2017-05-05,34.0888
2017-05-08,31.7618
2017-05-09,33.3939
2017-05-10,26.8288
2017-05-11,24.3834
2017-05-12,21.5615
2017-05-15,19.7183
2017-05-16,17.2483
2017-05-17,14.1191
2017-05-18,13.8833
2017-05-19,24.718
2017-05-22,23.5228
2017-05-23,22.1756
2017-05-24,18.4389
2017-05-25,18.1524
2017-05-26,32.7732
2017-05-30,27.3162
2017-05-31,24.5449
2017-06-01,34.262
2017-06-02,43.5334
2017-06-05,44.776
2017-06-06,41.8039
2017-06-07,38.7992
2017-06-08,38.3426
2017-06-09,36.7141
2017-06-12,38.3261
2017-06-13,44.0784
2017-06-14,43.7852
2017-06-15,42.8641
2017-06-16,47.6118
2017-06-19,48.3817
2017-06-20,40.9321
2017-06-21,37.9245
2017-06-22,37.9245
2017-06-23,42.799
2017-06-26,42.4725
2017-06-27,41.1211
2017-06-28,46.1915
2017-06-29,44.3231
2017-06-30,38.3146
2017-07-03,42.511
2017-07-05,37.8851
2017-07-06,33.6757
2017-07-07,36.5239
2017-07-10,34.1546
2017-07-11,41.429
2017-07-12,36.5384
2017-07-13,42.6175
2017-07-14,41.2008
2017-07-17,31.3302
2017-07-18,34.4071
2017-07-19,33.3998
2017-07-20,39.1548
2017-07-21,37.9768
2017-07-24,39.1595
2017-07-25,41.9416
2017-07-26,43.5306
2017-07-27,41.3954
2017-07-28,40.1825
2017-07-31,39.5584
2017-08-01,43.3488
2017-08-02,22.2815
2017-08-03,22.0752
2017-08-04,30.0919
2017-08-07,29.6633
2017-08-08,30.0211
2017-08-09,28.025
2017-08-10,25.1194
2017-08-11,24.0945
2017-08-14,22.9596
2017-08-15,22.0882
2017-08-16,22.5405
2017-08-17,22.1255
2017-08-18,21.6954
2017-08-21,22.2381
2017-08-22,21.5934
2017-08-23,20.6275
2017-08-24,23.6909
2017-08-25,24.9389
2017-08-28,26.8709
2017-08-29,25.9132
2017-08-30,33.5631
2017-08-31,33.255
2017-09-01,41.8758
2017-09-05,45.4187
2017-09-06,44.5826
2017-09-07,39.843
2017-09-08,38.0288
2017-09-11,46.0795
2017-09-12,47.0669
2017-09-13,55.7861
2017-09-14,61.5794
2017-09-15,66.5735
2017-09-18,63.6056
2017-09-19,54.8307
2017-09-20,52.4911
2017-09-21,55.5546
2017-09-22,56.2301
2017-09-25,50.0826
2017-09-26,51.9676
2017-09-27,52.7365
2017-09-28,48.5518
2017-09-29,46.1837
2017-10-02,46.1837
2017-10-03,56.1135
2017-10-04,55.1995
2017-10-05,57.0816
2017-10-06,49.4714
2017-10-09,41.1337
2017-10-10,40.2212
2017-10-11,39.5906
2017-10-12,40.5936
2017-10-13,39.8805
2017-10-16,39.8805
2017-10-17,39.8805
2017-10-18,38.6099
2017-10-19,46.5562
2017-10-20,44.1871
2017-10-23,45.9638
2017-10-24,47.7549
2017-10-25,45.0734
2017-10-26,52.5359
2017-10-27,53.0642
2017-10-30,44.0821
2017-10-31,44.0821
2017-11-01,39.9319
2017-11-02,35.1766
2017-11-03,29.2394
2017-11-06,33.0806
2017-11-07,34.3597
2017-11-08,31.1533
2017-11-09,28.8351
2017-11-10,26.6957
2017-11-13,35.1196
2017-11-14,41.2697
2017-11-15,44.8521
2017-11-16,44.0258
2017-11-17,49.0774
2017-11-20,47.2409
2017-11-21,46.7697
2017-11-22,51.9329
2017-11-24,57.6799
2017-11-27,64.9667
2017-11-28,71.3017
2017-11-29,63.8422
2017-11-30,54.4377
2017-12-01,54.0648
2017-12-04,56.0385
2017-12-05,57.0325
2017-12-06,55.239
2017-12-07,55.9843
2017-12-08,58.2313
2017-12-11,62.369
2017-12-12,62.369
2017-12-13,61.1972
2017-12-14,65.7074
2017-12-15,57.9021
2017-12-18,59.0253
2017-12-19,59.0253
2017-12-20,54.5259
2017-12-21,59.1382
2017-12-22,53.7963
2017-12-26,49.0271
2017-12-27,46.3708
2017-12-28,53.1978
2017-12-29,55.2431
2018-01-02,57.6356
2018-01-03,53.527
2018-01-04,48.4163
2018-01-05,45.4429
2018-01-08,43.0049
2018-01-09,44.0818
2018-01-10,44.645
2018-01-11,46.3894
2018-01-12,50.3232
2018-01-16,42.6244
2018-01-17,43.7822
2018-01-18,40.6875
2018-01-19,38.9915
2018-01-22,39.6686
2018-01-23,41.7569
2018-01-24,39.7797
2018-01-25,39.279
2018-01-26,36.3246
2018-01-29,36.3246
2018-01-30,33.8629
2018-01-31,37.5113
2018-02-01,48.2678
2018-02-02,53.7763
2018-02-05,46.6445
2018-02-06,51.283
2018-02-07,55.9253
2018-02-08,50.7204
2018-02-09,47.5436
2018-02-12,52.3633
2018-02-13,51.7939
2018-02-14,55.9234
2018-02-15,59.6462
2018-02-16,56.4378
2018-02-20,57.4243
2018-02-21,56.0571
2018-02-22,54.6558
2018-02-23,60.5039
2018-02-26,65.701
2018-02-27,67.9703
2018-02-28,57.6932
2018-03-01,54.7229
2018-03-02,62.9415
2018-03-05,62.9415
2018-03-06,64.4387
2018-03-07,61.1149
2018-03-08,59.1436
2018-03-09,62.2068
2018-03-12,61.4885
2018-03-13,50.2429
2018-03-14,53.3083
2018-03-15,49.9915
2018-03-16,44.5223
2018-03-19,44.0504
2018-03-20,43.0674
2018-03-21,44.4035
2018-03-22,40.7949
2018-03-23,42.2393
2018-03-26,42.9882
2018-03-27,39.1606
2018-03-28,38.1163
2018-03-29,46.5573
2018-04-02,47.9475
2018-04-03,60.2093
2018-04-04,61.5398
2018-04-05,68.682
2018-04-06,69.3277
2018-04-09,69.3277
2018-04-10,71.6965
2018-04-11,70.0324
2018-04-12,66.698
2018-04-13,70.1426
2018-04-16,71.551
2018-04-17,73.2496
2018-04-18,74.2434
2018-04-19,68.7432
2018-04-20,64.4577
2018-04-23,65.8339
2018-04-24,66.3023
2018-04-25,66.7926
2018-04-26,65.7622
2018-04-27,65.7622
2018-04-30,68.5735
2018-05-01,50.0027
2018-05-02,51.3539
2018-05-03,52.0516
2018-05-04,48.3197
2018-05-07,59.5604
2018-05-08,53.9445
2018-05-09,45.3167
2018-05-10,49.9174
2018-05-11,48.2771
2018-05-14,49.4692
2018-05-15,51.283
2018-05-16,51.9028
2018-05-17,51.9028
2018-05-18,45.2296
2018-05-21,44.6119
2018-05-22,39.3969
2018-05-23,35.4321
2018-05-24,36.2951
2018-05-25,34.3191
2018-05-29,29.1855
2018-05-30,36.053
2018-05-31,35.5884
2018-06-01,35.5884
2018-06-04,33.1139
2018-06-05,36.8942
2018-06-06,36.3412
2018-06-07,35.7639
2018-06-08,35.7639
2018-06-11,45.8735
2018-06-12,56.2537
2018-06-13,53.1193
2018-06-14,56.9905
2018-06-15,54.5643
2018-06-18,59.5141
2018-06-19,62.2798
2018-06-20,65.8022
2018-06-21,70.8308
2018-06-22,61.1477
2018-06-25,59.6832
2018-06-26,51.1141
2018-06-27,48.245
2018-06-28,54.3199
2018-06-29,51.3684
2018-07-02,49.6261
2018-07-03,50.8236
2018-07-05,60.4441
2018-07-06,64.3925
2018-07-09,62.3808
2018-07-10,63.9959
2018-07-11,64.4073
2018-07-12,58.6349
2018-07-13,59.128
2018-07-16,54.2526
2018-07-17,55.9298
2018-07-18,49.4252
2018-07-19,50.6611
2018-07-20,44.7701
2018-07-23,40.6934
2018-07-24,40.2006
2018-07-25,37.7398
2018-07-26,44.344
2018-07-27,44.344
2018-07-30,40.4715
2018-07-31,52.5769
2018-08-01,49.712
2018-08-02,54.994
2018-08-03,60.373
2018-08-06,61.6083
2018-08-07,60.2596
2018-08-08,62.8847
2018-08-09,55.0523
2018-08-10,59.9737
2018-08-13,59.9737
2018-08-14,60.4305
2018-08-15,62.2846
2018-08-16,65.7421
2018-08-17,67.733
2018-08-20,69.2716
2018-08-21,71.4691
2018-08-22,72.5271
2018-08-23,73.9159
2018-08-24,72.9234
2018-08-27,64.5258
2018-08-28,68.4397
2018-08-29,65.0068
2018-08-30,62.4757
2018-08-31,64.9268
2018-09-04,66.7954
2018-09-05,67.265
2018-09-06,71.2108
2018-09-07,73.851
