date,RSI
2017-08-14,25.8464
2017-08-15,25.1397
2017-08-16,25.4462
2017-08-17,25.1214
2017-08-18,24.7883
2017-08-21,25.1366
2017-08-22,24.6558
2017-08-23,23.933
2017-08-24,25.84
2017-08-25,26.6147
2017-08-28,27.8054
2017-08-29,27.1863
2017-08-30,31.9696
2017-08-31,31.7864
2017-09-01,37.4455
2017-09-05,39.8949
2017-09-06,39.4306
2017-09-07,36.7304
2017-09-08,35.6594
2017-09-11,41.1587
2017-09-12,41.8562
2017-09-13,48.3063
2017-09-14,52.974
2017-09-15,57.2739
2017-09-18,55.4935
2017-09-19,50.0359
2017-09-20,48.5288
2017-09-21,50.8656
2017-09-22,51.3819
2017-09-25,47.4458
2017-09-26,48.8214
2017-09-27,49.3793
2017-09-28,46.7
2017-09-29,45.1526
2017-10-02,45.1526
2017-10-03,52.1759
2017-10-04,51.5963
2017-10-05,52.971
2017-10-06,48.0836
2017-10-09,42.2856
2017-10-10,41.6251
2017-10-11,41.1739
2017-10-12,41.8376
2017-10-13,41.3465
2017-10-16,41.3465
2017-10-17,41.3465
2017-10-18,40.5146
2017-10-19,45.5154
2017-10-20,44.0173
2017-10-23,45.1574
2017-10-24,46.3084
2017-10-25,44.6638
2017-10-26,49.5656
2017-10-27,49.9248
2017-10-30,44.2816
2017-10-31,44.2816
2017-11-01,41.5281
2017-11-02,38.1946
2017-11-03,33.6878
2017-11-06,36.1906
2017-11-07,37.0246
2017-11-08,34.6416
2017-11-09,32.8606
2017-11-10,31.1735
2017-11-13,36.7299
2017-11-14,40.9741
2017-11-15,43.5124
2017-11-16,42.9568
2017-11-17,46.5487
2017-11-20,45.3464
2017-11-21,45.0403
2017-11-22,48.6868
2017-11-24,52.9579
2017-11-27,58.7904
2017-11-28,64.3321
2017-11-29,59.296
2017-11-30,52.6442
2017-12-01,52.3753
2017-12-04,53.8843
2017-12-05,54.6407
2017-12-06,53.4111
2017-12-07,53.9564
2017-12-08,55.5977
2017-12-11,58.6971
2017-12-12,58.6971
2017-12-13,57.9501
2017-12-14,61.3185
2017-12-15,56.2139
2017-12-18,57.021
2017-12-19,57.021
2017-12-20,54.076
2017-12-21,57.2701
2017-12-22,53.6962
2017-12-26,50.3864
2017-12-27,48.4983
2017-12-28,53.1211
2017-12-29,54.5524
2018-01-02,56.2401
2018-01-03,53.4541
2018-01-04,49.8779
2018-01-05,47.7385
2018-01-08,45.9598
2018-01-09,46.6572
2018-01-10,47.017
2018-01-11,48.1222
2018-01-12,50.6505
2018-01-16,45.3346
2018-01-17,46.0792
2018-01-18,43.8773
2018-01-19,42.6514
2018-01-22,43.0699
2018-01-23,44.3526
2018-01-24,42.9931
2018-01-25,42.6491
2018-01-26,40.5974
2018-01-29,40.5974
2018-01-30,38.8708
2018-01-31,40.9844
2018-02-01,47.6528
2018-02-02,51.3711
2018-02-05,46.714
2018-02-06,49.9012
2018-02-07,53.215
2018-02-08,49.751
2018-02-09,47.5776
2018-02-12,50.9602
2018-02-13,50.5785
2018-02-14,53.5108
2018-02-15,56.2437
2018-02-16,54.1495
2018-02-20,54.8572
2018-02-21,53.9802
2018-02-22,53.0867
2018-02-23,57.189
2018-02-26,61.0955
2018-02-27,62.8783
2018-02-28,56.1116
2018-03-01,54.0699
2018-03-02,60.1718
2018-03-05,60.1718
2018-03-06,61.3108
2018-03-07,59.0874
2018-03-08,57.7643
2018-03-09,59.9661
2018-03-12,59.4937
2018-03-13,51.768
2018-03-14,53.8699
2018-03-15,51.5072
2018-03-16,47.4877
2018-03-19,47.1357
2018-03-20,46.4115
2018-03-21,47.2644
2018-03-22,44.6464
2018-03-23,45.5534
2018-03-26,46.0189
2018-03-27,43.2914
2018-03-28,42.5333
2018-03-29,47.8235
2018-04-02,48.7269
2018-04-03,57.2893
2018-04-04,58.2892
2018-04-05,63.92
2018-04-06,64.4517
2018-04-09,64.4517
2018-04-10,66.3736
2018-04-11,65.3116
2018-04-12,63.1834
2018-04-13,65.8212
2018-04-16,66.9297
2018-04-17,68.2832
2018-04-18,69.0824
2018-04-19,65.6023
2018-04-20,62.8261
2018-04-23,63.7938
2018-04-24,64.1215
2018-04-25,64.4601
2018-04-26,63.8261
2018-04-27,63.8261
2018-04-30,65.6956
2018-05-01,53.4769
2018-05-02,54.3285
2018-05-03,54.7643
2018-05-04,52.1455
2018-05-07,59.4868
2018-05-08,55.5033
2018-05-09,49.024
2018-05-10,52.1593
2018-05-11,50.923
2018-05-14,51.726
2018-05-15,52.9417
2018-05-16,53.3539
2018-05-17,53.3539
2018-05-18,48.6338
2018-05-21,48.1851
2018-05-22,44.3119
2018-05-23,41.2123
2018-05-24,41.7485
2018-05-25,40.2046
2018-05-29,36.0005
2018-05-30,40.3758
2018-05-31,40.0158
2018-06-01,40.0158
2018-06-04,38.1324
2018-06-05,40.4911
2018-06-06,40.0889
2018-06-07,39.674
2018-06-08,39.674
2018-06-11,45.9561
2018-06-12,53.1465
2018-06-13,51.1017
2018-06-14,53.9021
2018-06-15,52.3249
2018-06-18,55.9434
2018-06-19,58.0387
2018-06-20,60.787
2018-06-21,64.9317
2018-06-22,58.4307
2018-06-25,57.4221
2018-06-26,51.3565
2018-06-27,49.2503
2018-06-28,53.6522
2018-06-29,51.5143
2018-07-02,50.2497
2018-07-03,51.0922
2018-07-05,58.1754
2018-07-06,61.282
2018-07-09,59.8776
2018-07-10,61.1279
2018-07-11,61.4441
2018-07-12,57.5051
2018-07-13,57.8605
2018-07-16,54.5014
2018-07-17,55.6626
2018-07-18,51.0876
2018-07-19,51.9195
2018-07-20,47.6535
2018-07-23,44.5696
2018-07-24,44.1933
2018-07-25,42.313
2018-07-26,46.6166
2018-07-27,46.6166
2018-07-30,43.8005
