Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,RSI
2020-10-15,2.8399999141693115,2.9600000381469727,2.759999990463257,2.7799999713897705,9808600,0,0,20.386243060111212
2020-10-16,2.869999885559082,3.2899999618530273,2.799999952316284,3.0399999618530273,18565800,0,0,27.018635849168433
2020-10-19,3.309999942779541,3.880000114440918,3.2300000190734863,3.5399999618530273,40385100,0,0,37.75733456119169
2020-10-20,3.299999952316284,3.309999942779541,3.049999952316284,3.0899999141693115,15978800,0,0,33.04465280646923
2020-10-21,3.0999999046325684,3.130000114440918,2.9800000190734863,3.0,7277300,0,0,32.17956309480935
2020-10-22,2.9600000381469727,3.1500000953674316,2.8399999141693115,3.119999885559082,12339600,0,0,34.636634509013604
2020-10-23,3.130000114440918,3.1500000953674316,2.950000047683716,2.9700000286102295,6635000,0,0,33.02596156448887
2020-10-26,2.9200000762939453,2.930000066757202,2.680000066757202,2.75,10458800,0,0,30.766202453514595
2020-10-27,2.880000114440918,2.9000000953674316,2.609999895095825,2.7899999618530273,11251300,0,0,31.681508781262778
2020-10-28,2.690000057220459,2.740000009536743,2.5799999237060547,2.609999895095825,8141100,0,0,29.77393097664833
2020-10-29,2.6500000953674316,2.680000066757202,2.4800000190734863,2.5199999809265137,9019300,0,0,28.838935014213632
2020-10-30,2.4800000190734863,2.490000009536743,2.2799999713897705,2.359999895095825,10968800,0,0,27.20340105393643
2020-11-02,2.299999952316284,2.319999933242798,2.109999895095825,2.1500000953674316,11180100,0,0,25.184577488972295
2020-11-03,2.3399999141693115,2.5899999141693115,2.299999952316284,2.3399999141693115,15441900,0,0,30.229624431032462
2020-11-04,2.4000000953674316,2.430000066757202,2.240000009536743,2.309999942779541,7609100,0,0,29.886929473270854
2020-11-05,2.3499999046325684,2.569999933242798,2.2699999809265137,2.4600000381469727,8056200,0,0,33.9205650737117
2020-11-06,2.430000066757202,2.619999885559082,2.3299999237060547,2.490000009536743,9049500,0,0,34.72934365795277
2020-11-09,4.269999980926514,4.389999866485596,3.2300000190734863,3.7699999809265137,132511000,0,0,58.22382281565387
2020-11-10,3.990000009536743,4.03000020980835,3.3399999141693115,3.509999990463257,42129300,0,0,53.97391220417534
2020-11-11,3.2300000190734863,3.240000009536743,3.0,3.130000114440918,24066100,0,0,48.411968057765236
2020-11-12,3.069999933242798,3.069999933242798,2.9200000762939453,2.940000057220459,14729000,0,0,45.86691291738299
2020-11-13,2.9800000190734863,2.990000009536743,2.7799999713897705,2.9700000286102295,21995400,0,0,46.34652936734602
2020-11-16,3.390000104904175,3.390000104904175,3.049999952316284,3.109999895095825,47604300,0,0,48.633712391987714
2020-11-17,3.009999990463257,3.0399999618530273,2.9000000953674316,2.9800000190734863,22483000,0,0,46.645280113564496
2020-11-18,3.0799999237060547,3.369999885559082,3.009999990463257,3.259999990463257,31717300,0,0,51.266928477148774
2020-11-19,3.1600000858306885,3.380000114440918,3.1500000953674316,3.190000057220459,13986400,0,0,50.098576327827416
2020-11-20,3.25,3.369999885559082,3.2100000381469727,3.3499999046325684,17088800,0,0,52.74922417352715
2020-11-23,3.509999990463257,3.8499999046325684,3.4100000858306885,3.809999942779541,31514600,0,0,59.422609392442126
2020-11-24,4.159999847412109,5.0,4.150000095367432,4.579999923706055,62884600,0,0,67.65705467499114
2020-11-25,4.570000171661377,4.849999904632568,4.199999809265137,4.489999771118164,22647300,0,0,65.97187476500707
2020-11-27,4.539999961853027,4.619999885559082,4.360000133514404,4.449999809265137,10097400,0,0,65.19465083469801
2020-11-30,4.409999847412109,4.449999809265137,3.990000009536743,4.269999980926514,16555000,0,0,61.67351149403639
2020-12-01,4.429999828338623,4.429999828338623,4.090000152587891,4.150000095367432,12130100,0,0,59.37132034759874
2020-12-02,4.079999923706055,4.340000152587891,3.950000047683716,4.320000171661377,11847600,0,0,61.56046183652243
2020-12-03,4.010000228881836,4.21999979019165,3.5,3.630000114440918,66080900,0,0,49.82559183584191
2020-12-04,3.75,3.759999990463257,3.299999952316284,3.509999990463257,33157300,0,0,48.10803436659607
2020-12-07,3.450000047683716,3.740000009536743,3.3299999237060547,3.559999942779541,20503900,0,0,48.898467818994156
2020-12-08,3.609999895095825,4.019999980926514,3.609999895095825,3.9800000190734863,29530600,0,0,55.0871761406446
2020-12-09,4.21999979019165,4.329999923706055,3.75,3.859999895095825,20991200,0,0,53.10818187653447
2020-12-10,3.7899999618530273,4.099999904632568,3.7699999809265137,4.090000152587891,19872800,0,0,56.345284711835596
2020-12-11,4.039999961853027,4.25,3.869999885559082,3.9200000762939453,22310400,0,0,53.41040200966461
2020-12-14,4.010000228881836,4.010000228881836,3.0,3.190000057220459,67159000,0,0,43.04253436693869
2020-12-15,3.240000009536743,3.240000009536743,2.759999990463257,2.859999895095825,54432100,0,0,39.326147111225346
2020-12-16,2.869999885559082,2.890000104904175,2.7200000286102295,2.7799999713897705,25423200,0,0,38.459217818693986
2020-12-17,2.799999952316284,2.950000047683716,2.740000009536743,2.8499999046325684,23799300,0,0,39.71157709689138
2020-12-18,2.8499999046325684,2.8499999046325684,2.759999990463257,2.799999952316284,21941700,0,0,39.099517139659355
2020-12-21,2.609999895095825,2.740000009536743,2.5799999237060547,2.680000066757202,22699800,0,0,37.60162888101065
2020-12-22,2.7300000190734863,2.75,2.5199999809265137,2.5899999141693115,21638400,0,0,36.47306189090225
2020-12-23,2.5799999237060547,2.6500000953674316,2.5399999618530273,2.559999942779541,15724800,0,0,36.08428444675624
2020-12-24,2.5899999141693115,2.5999999046325684,2.4800000190734863,2.509999990463257,11094200,0,0,35.40687711405222
2020-12-28,2.630000114440918,2.630000114440918,2.359999895095825,2.390000104904175,23942700,0,0,33.76840782659596
2020-12-29,2.440000057220459,2.4600000381469727,2.2799999713897705,2.2899999618530273,21086100,0,0,32.42194544333029
2020-12-30,2.299999952316284,2.299999952316284,2.130000114440918,2.1600000858306885,40278400,0,0,30.707756352400267
2020-12-31,2.1700000762939453,2.2200000286102295,2.0799999237060547,2.119999885559082,28234300,0,0,30.179032527792785
2021-01-04,2.200000047683716,2.200000047683716,2.0,2.009999990463257,29873800,0,0,28.714827818211134
2021-01-05,1.9900000095367432,2.0299999713897705,1.909999966621399,1.9800000190734863,28148300,0,0,28.311395197617273
2021-01-06,2.0299999713897705,2.2300000190734863,1.9700000286102295,2.009999990463257,67363300,0,0,29.379903218525897
2021-01-07,2.0799999237060547,2.109999895095825,2.0199999809265137,2.049999952316284,26150500,0,0,30.859634148034715
2021-01-08,2.0899999141693115,2.2100000381469727,2.069999933242798,2.140000104904175,39553300,0,0,34.2004000793512
2021-01-11,2.1600000858306885,2.2699999809265137,2.1500000953674316,2.200000047683716,41695800,0,0,36.4064715139453
2021-01-12,2.240000009536743,2.390000104904175,2.240000009536743,2.2899999618530273,41549200,0,0,39.67369602634551
2021-01-13,2.3299999237060547,2.380000114440918,2.130000114440918,2.180000066757202,45847700,0,0,37.16073794035187
2021-01-14,2.2200000286102295,2.319999933242798,2.130000114440918,2.180000066757202,49638800,0,0,37.16073794035187
2021-01-15,2.200000047683716,2.549999952316284,2.180000066757202,2.3299999237060547,162356400,0,0,42.882379301066116
2021-01-19,2.799999952316284,3.200000047683716,2.569999933242798,3.059999942779541,256276000,0,0,61.3340285888174
2021-01-20,3.2899999618530273,3.3399999141693115,2.75,2.9700000286102295,181862200,0,0,58.811527013086035
2021-01-21,3.0,3.059999942779541,2.8499999046325684,2.9800000190734863,64823800,0,0,59.01323161482259
2021-01-22,2.9100000858306885,3.740000009536743,2.809999942779541,3.509999990463257,268273400,0,0,67.96688425507159
2021-01-25,4.710000038146973,4.880000114440918,3.8499999046325684,4.420000076293945,443238100,0,0,77.18326386924765
2021-01-26,5.090000152587891,5.190000057220459,4.369999885559082,4.960000038146973,456850200,0,0,80.72690416707381
2021-01-27,20.34000015258789,20.360000610351562,11.010000228881836,19.899999618530273,1222342500,0,0,96.57513707835344
2021-01-28,11.979999542236328,16.5,6.510000228881836,8.630000114440918,591223900,0,0,57.89818144785119
2021-01-29,14.3100004196167,16.0,11.600000381469727,13.260000228881836,602193300,0,0,64.23519453854503
2021-02-01,17.0,17.25,12.90999984741211,13.300000190734863,434608000,0,0,64.28520894526592
2021-02-02,9.479999542236328,10.100000381469727,6.0,7.820000171661377,462775900,0,0,53.290269597289324
2021-02-03,8.850000381469727,9.770000457763672,7.889999866485596,8.970000267028809,221405100,0,0,55.02855321593752
2021-02-04,8.699999809265137,8.739999771118164,7.0,7.090000152587891,162985800,0,0,51.64490326341614
2021-02-05,7.170000076293945,8.270000457763672,6.519999980926514,6.829999923706055,197097600,0,0,51.17623429698327
2021-02-08,6.880000114440918,6.889999866485596,5.75,6.179999828338623,128171500,0,0,49.95570503815887
2021-02-09,5.809999942779541,5.809999942779541,5.260000228881836,5.5,102588100,0,0,48.64854198583087
2021-02-10,5.710000038146973,6.590000152587891,5.449999809265137,5.800000190734863,152810800,0,0,49.279105712860954
2021-02-11,5.619999885559082,5.849999904632568,5.46999979019165,5.610000133514404,55920400,0,0,48.86981322938293
2021-02-12,5.71999979019165,5.96999979019165,5.519999980926514,5.590000152587891,46773000,0,0,48.82384439865446
2021-02-16,6.03000020980835,6.050000190734863,5.489999771118164,5.650000095367432,61165700,0,0,48.97889682282909
2021-02-17,5.579999923706055,5.619999885559082,5.320000171661377,5.550000190734863,38849000,0,0,48.7139870308634
2021-02-18,5.840000152587891,6.25,5.460000038146973,5.510000228881836,130540800,0,0,48.600753073385654
2021-02-19,5.539999961853027,5.769999980926514,5.510000228881836,5.699999809265137,40249100,0,0,49.20473506201901
2021-02-22,5.929999828338623,6.679999828338623,5.75,6.550000190734863,173409000,0,0,51.92634294918779
2021-02-23,6.96999979019165,7.860000133514404,6.010000228881836,7.699999809265137,264876400,0,0,55.40752816692435
2021-02-24,7.230000019073486,9.829999923706055,6.989999771118164,9.09000015258789,376881800,0,0,59.248696737971365
2021-02-25,10.890000343322754,11.0,7.849999904632568,8.289999961853027,445717400,0,0,56.245725257970186
2021-02-26,8.1899995803833,9.010000228881836,7.630000114440918,8.010000228881836,137028000,0,0,55.1913489833091
2021-03-01,8.859999656677246,9.449999809265137,8.420000076293945,9.180000305175781,143586500,0,0,58.6771998498612
2021-03-02,9.140000343322754,9.399999618530273,8.510000228881836,8.930000305175781,78135400,0,0,57.64527177878456
2021-03-03,8.949999809265137,9.140000343322754,8.5,8.579999923706055,55651900,0,0,56.15628244063196
2021-03-04,8.25,8.59000015258789,7.5,8.029999732971191,77822600,0,0,53.80435285692792
2021-03-05,8.079999923706055,8.270000457763672,7.630000114440918,8.050000190734863,59734100,0,0,53.87999730670439
2021-03-08,8.529999732971191,9.479999542236328,8.3100004196167,9.289999961853027,114343800,0,0,58.425381885039734
2021-03-09,9.380000114440918,10.770000457763672,9.220000267028809,10.5,150415600,0,0,62.32712389632293
2021-03-10,11.020000457763672,12.470000267028809,9.510000228881836,9.850000381469727,261918600,0,0,59.11746777161796
2021-03-11,10.649999618530273,10.869999885559082,9.899999618530273,10.279999732971191,83933600,0,0,60.56427487357328
2021-03-12,10.15999984741211,11.399999618530273,9.9399995803833,11.15999984741211,111146700,0,0,63.41755970740084
2021-03-15,12.180000305175781,14.489999771118164,11.850000381469727,14.039999961853027,277713300,0,0,70.85077578685892
2021-03-16,13.619999885559082,13.619999885559082,12.34000015258789,13.020000457763672,125967600,0,0,65.75483997088779
2021-03-17,13.239999771118164,13.65999984741211,13.0,13.5600004196167,78053600,0,0,67.1038132578957
2021-03-18,14.34000015258789,14.539999961853027,13.569999694824219,14.0,121418000,0,0,68.20290711773471
2021-03-19,14.140000343322754,14.180000305175781,13.279999732971191,13.930000305175781,153206000,0,0,67.8147194267384
2021-03-22,13.149999618530273,13.1899995803833,11.760000228881836,12.489999771118164,88760100,0,0,60.22125651129099
2021-03-23,11.460000038146973,11.930000305175781,10.369999885559082,10.65999984741211,87923200,0,0,52.21891865652862
2021-03-24,10.819999694824219,11.210000038146973,8.930000305175781,9.020000457763672,81850700,0,0,46.283267366955
2021-03-25,8.960000038146973,11.319999694824219,8.949999809265137,10.9399995803833,131192800,0,0,53.01655801620436
2021-03-26,11.270000457763672,11.529999732971191,10.010000228881836,10.239999771118164,84633100,0,0,50.529726866283546
2021-03-29,10.319999694824219,10.760000228881836,10.09000015258789,10.350000381469727,37330700,0,0,50.919334154518936
2021-03-30,10.3100004196167,10.520000457763672,9.760000228881836,10.350000381469727,39020500,0,0,50.919334154518936
2021-03-31,10.399999618530273,10.470000267028809,10.050000190734863,10.210000038146973,29832300,0,0,50.33420817949143
2021-04-01,10.229999542236328,10.260000228881836,9.149999618530273,9.359999656677246,77473900,0,0,46.81664691078371
2021-04-05,10.100000381469727,11.25,9.720000267028809,10.609999656677246,96082300,0,0,52.116236986864344
2021-04-06,10.399999618530273,10.5,10.0,10.199999809265137,44067000,0,0,50.344193732684474
2021-04-07,10.069999694824219,10.180000305175781,9.850000381469727,9.850000381469727,28804300,0,0,48.81820475939889
2021-04-08,10.010000228881836,10.010000228881836,9.5,9.789999961853027,33408700,0,0,48.546540858703764
2021-04-09,9.600000381469727,9.739999771118164,9.239999771118164,9.420000076293945,29254600,0,0,46.816405126288544
2021-04-12,9.4399995803833,9.489999771118164,8.510000228881836,8.619999885559082,51269800,0,0,43.22907753371844
2021-04-13,8.65999984741211,9.119999885559082,8.3100004196167,8.84000015258789,44049100,0,0,44.48879012156441
2021-04-14,9.0,9.8100004196167,8.899999618530273,9.350000381469727,51166300,0,0,47.4024755918877
2021-04-15,9.880000114440918,10.229999542236328,9.579999923706055,9.899999618530273,45198900,0,0,50.42454925629708
2021-04-16,10.0,10.029999732971191,9.09000015258789,9.329999923706055,40696700,0,0,47.3858636917275
2021-04-19,9.479999542236328,9.8100004196167,9.380000114440918,9.65999984741211,32814300,0,0,49.29111259171316
2021-04-20,9.699999809265137,9.710000038146973,9.010000228881836,9.279999732971191,27008900,0,0,47.17277454722954
2021-04-21,9.25,9.8100004196167,9.140000343322754,9.779999732971191,23598200,0,0,50.205143822268155
2021-04-22,9.949999809265137,10.649999618530273,9.789999961853027,9.989999771118164,49923500,0,0,51.46526129769559
2021-04-23,10.09000015258789,10.380000114440918,9.960000038146973,10.15999984741211,27465600,0,0,52.51291201958625
2021-04-26,10.6899995803833,11.960000038146973,10.569999694824219,11.5,78592900,0,0,59.866671417794976
2021-04-27,11.680000305175781,12.220000267028809,11.220000267028809,11.460000038146973,51629800,0,0,59.57011880352345
2021-04-28,10.850000381469727,11.390000343322754,10.649999618530273,10.850000381469727,39720500,0,0,55.088525048655484
2021-04-29,10.949999809265137,11.039999961853027,10.09000015258789,10.199999809265137,37782900,0,0,50.71056957411799
2021-04-30,10.069999694824219,10.180000305175781,9.880000114440918,10.029999732971191,27623200,0,0,49.600334703943176
2021-05-03,10.109999656677246,10.119999885559082,9.609999656677246,9.710000038146973,31251200,0,0,47.49254653185583
2021-05-04,9.630000114440918,9.75,9.050000190734863,9.390000343322754,35222400,0,0,45.41419658389319
2021-05-05,9.40999984741211,9.40999984741211,9.079999923706055,9.170000076293945,15834200,0,0,43.98893368616697
2021-05-06,9.329999923706055,9.399999618530273,8.930000305175781,9.0,39586300,0,0,42.86933926482995
2021-05-07,9.319999694824219,9.789999961853027,9.140000343322754,9.510000228881836,37994500,0,0,47.210175922992576
2021-05-10,9.899999618530273,10.149999618530273,9.5600004196167,9.739999771118164,41015300,0,0,49.088878976191
2021-05-11,9.930000305175781,10.479999542236328,9.600000381469727,10.050000190734863,49601000,0,0,51.58960736808077
2021-05-12,10.029999732971191,10.630000114440918,10.020000457763672,10.319999694824219,54423500,0,0,53.721749563568764
2021-05-13,10.880000114440918,14.199999809265137,10.640000343322754,12.770000457763672,296525000,0,0,67.64648533249824
2021-05-14,13.3100004196167,14.34000015258789,12.569999694824219,12.979999542236328,207184600,0,0,68.52080356250522
2021-05-17,13.670000076293945,14.380000114440918,13.390000343322754,13.949999809265137,158933100,0,0,72.25102148099177
2021-05-18,14.25,14.670000076293945,13.569999694824219,14.029999732971191,172488400,0,0,72.54003156899648
2021-05-19,12.949999809265137,13.3100004196167,12.140000343322754,12.640000343322754,89024100,0,0,60.70885892810253
2021-05-20,12.59000015258789,12.989999771118164,12.029999732971191,12.550000190734863,61419700,0,0,60.026199304655876
2021-05-21,12.609999656677246,12.84000015258789,12.050000190734863,12.079999923706055,53071700,0,0,56.45592784304408
2021-05-24,12.380000114440918,13.960000038146973,12.170000076293945,13.680000305175781,113319200,0,0,64.25115937740243
2021-05-25,13.609999656677246,16.670000076293945,13.550000190734863,16.40999984741211,213644100,0,0,73.09989354452298
2021-05-26,17.760000228881836,19.950000762939453,17.260000228881836,19.559999465942383,379064100,0,0,79.42749339774015
2021-05-27,18.610000610351562,29.760000228881836,18.309999465942383,26.520000457763672,700486600,0,0,86.81010292597489
